supervised_mrv_lcv,7,kenken_7x7_20250420_191332.json,54,0.0163576602935791
backtracking,7,kenken_7x7_20250426_210211.json,308,0.12316012382507324
mrv,7,kenken_7x7_20250426_210211.json,60,0.014998912811279297
lcv,7,kenken_7x7_20250426_210211.json,265,0.05199909210205078
heuristics,7,kenken_7x7_20250426_210211.json,62,0.014000415802001953
supervised_mrv_lcv,7,kenken_7x7_20250426_210211.json,62,0.00799107551574707
backtracking,7,kenken_7x7_20250429_170302.json,23425,5.610475063323975
mrv,7,kenken_7x7_20250429_170302.json,1330,0.39592742919921875
lcv,7,kenken_7x7_20250429_170302.json,55343,14.406919240951538
heuristics,7,kenken_7x7_20250429_170302.json,915,0.5073704719543457
supervised_mrv_lcv,7,kenken_7x7_20250429_170302.json,915,0.16441798210144043
backtracking,7,kenken_7x7_20250511_184021.json,13001,3.8474111557006836
mrv,7,kenken_7x7_20250511_184021.json,451,0.12472343444824219
lcv,7,kenken_7x7_20250511_184021.json,22473,5.598766803741455
heuristics,7,kenken_7x7_20250511_184021.json,430,0.13844037055969238
supervised_mrv_lcv,7,kenken_7x7_20250511_184021.json,430,0.056326866149902344
backtracking,8,kenken_8x8_20250420_191338.json,20115,5.478759050369263
mrv,8,kenken_8x8_20250420_191338.json,192,0.07083439826965332
lcv,8,kenken_8x8_20250420_191338.json,13587,3.5480079650878906
heuristics,8,kenken_8x8_20250420_191338.json,285,0.0956428050994873
supervised_mrv_lcv,8,kenken_8x8_20250420_191338.json,285,0.05502772331237793
backtracking,8,kenken_8x8_20250427_184845.json,72794,19.405895948410034
mrv,8,kenken_8x8_20250427_184845.json,9519,4.297785043716431
lcv,8,kenken_8x8_20250427_184845.json,100032,29.671916246414185
heuristics,8,kenken_8x8_20250427_184845.json,1834,0.8003170490264893
supervised_mrv_lcv,8,kenken_8x8_20250427_184845.json,1834,0.515394926071167
backtracking,9,kenken_9x9_20250420_170358.json,32265,11.255598068237305
mrv,9,kenken_9x9_20250420_170358.json,406,0.17468762397766113
lcv,9,kenken_9x9_20250420_170358.json,28623,9.307595252990723
heuristics,9,kenken_9x9_20250420_170358.json,391,0.1664426326751709
supervised_mrv_lcv,9,kenken_9x9_20250420_170358.json,391,0.0990140438079834
backtracking,9,kenken_9x9_20250420_225614.json,33108,11.039024829864502
mrv,9,kenken_9x9_20250420_225614.json,476,0.2787444591522217
lcv,9,kenken_9x9_20250420_225614.json,31253,11.560579061508179
heuristics,9,kenken_9x9_20250420_225614.json,304,0.1388099193572998
supervised_mrv_lcv,9,kenken_9x9_20250420_225614.json,304,0.08683180809020996
backtracking,9,kenken_9x9_20250426_213231.json,100031,32.944719552993774
mrv,9,kenken_9x9_20250426_213231.json,397,0.2136070728302002
lcv,9,kenken_9x9_20250426_213231.json,100041,31.087392807006836
heuristics,9,kenken_9x9_20250426_213231.json,153,0.0619816780090332
supervised_mrv_lcv,9,kenken_9x9_20250426_213231.json,153,0.049857378005981445
backtracking,9,kenken_9x9_20250426_222735.json,100019,31.807377576828003
mrv,9,kenken_9x9_20250426_222735.json,100016,51.75513005256653
lcv,9,kenken_9x9_20250426_222735.json,100032,32.00205659866333
heuristics,9,kenken_9x9_20250426_222735.json,804989,442.96631693840027
supervised_mrv_lcv,9,kenken_9x9_20250426_222735.json,804989,228.10858416557312
backtracking,9,kenken_9x9_20250427_174547.json,100039,30.38638710975647
mrv,9,kenken_9x9_20250427_174547.json,1026,0.48833441734313965
lcv,9,kenken_9x9_20250427_174547.json,100044,31.522624969482422
heuristics,9,kenken_9x9_20250427_174547.json,4268,2.4605772495269775
supervised_mrv_lcv,9,kenken_9x9_20250427_174547.json,4268,1.6131536960601807
backtracking,9,kenken_9x9_20250511_091528.json,100039,33.72780752182007
mrv,9,kenken_9x9_20250511_091528.json,74,0.0415501594543457
lcv,9,kenken_9x9_20250511_091528.json,100045,33.002891302108765
heuristics,9,kenken_9x9_20250511_091528.json,25904,16.964012622833252
supervised_mrv_lcv,9,kenken_9x9_20250511_091528.json,25904,8.001287460327148
